freq,psd_x,psd_y,psd_z,psd_xyz
163.4,1.686e+02,1.096e+02,1.879e+03,2.157e+03
164.9,1.020e+03,3.477e+02,2.261e+03,3.629e+03
166.3,7.158e+02,2.845e+02,1.633e+03,2.633e+03
167.8,1.353e+02,2.184e+02,1.146e+03,1.500e+03
169.2,1.090e+02,2.037e+02,1.172e+03,1.485e+03
170.7,1.092e+02,2.072e+02,1.178e+03,1.494e+03
172.1,1.201e+02,1.953e+02,1.016e+03,1.331e+03
173.6,1.109e+02,2.028e+02,9.972e+02,1.311e+03
175.0,9.692e+01,2.027e+02,1.205e+03,1.505e+03
176.4,9.331e+01,1.980e+02,1.521e+03,1.813e+03
177.9,1.169e+02,1.913e+02,1.849e+03,2.157e+03
179.3,1.509e+02,1.625e+02,2.201e+03,2.514e+03
180.8,1.664e+02,1.645e+02,2.519e+03,2.850e+03
182.2,1.940e+02,2.011e+02,2.713e+03,3.108e+03
183.7,1.782e+02,1.388e+02,2.868e+03,3.185e+03
185.1,1.894e+02,1.589e+02,2.970e+03,3.318e+03
186.6,2.286e+02,2.568e+02,3.069e+03,3.554e+03
188.0,2.545e+02,2.956e+02,3.296e+03,3.846e+03
189.5,2.665e+02,2.734e+02,3.566e+03,4.106e+03
190.9,2.873e+02,3.047e+02,3.946e+03,4.537e+03
192.4,3.011e+02,3.618e+02,4.202e+03,4.865e+03
193.8,3.115e+02,3.598e+02,4.634e+03,5.305e+03
195.3,3.138e+02,3.284e+02,4.913e+03,5.555e+03
196.7,3.490e+02,2.524e+02,5.001e+03,5.603e+03
198.1,4.019e+02,3.555e+02,5.506e+03,6.264e+03
199.6,4.479e+02,3.787e+02,6.229e+03,7.056e+03
